day,project,outstanding_usd_value
2021-01-01T00:00:00+00:00,Compound,3610418498.55875
2021-05-02T00:00:00+00:00,Aave,14111835313.072609
2020-12-29T00:00:00+00:00,MakerDAO,2664554415.3984175
2021-03-10T00:00:00+00:00,MakerDAO,6774292468.906674
2021-05-13T00:00:00+00:00,Compound,16225994945.695866
2021-05-15T00:00:00+00:00,Compound,15216451451.784483
2021-03-10T00:00:00+00:00,Compound,9690338149.158539
2021-01-12T00:00:00+00:00,Compound,4075511564.7875485
2020-12-21T00:00:00+00:00,Compound,3667389686.272312
2021-01-05T00:00:00+00:00,Aave,2897102589.927071
2020-12-13T00:00:00+00:00,Aave,1871846213.72183
2021-03-24T00:00:00+00:00,Compound,10770081559.98744
2021-01-08T00:00:00+00:00,MakerDAO,4153243661.1051006
2021-04-27T00:00:00+00:00,Aave,11081199021.60966
2020-12-25T00:00:00+00:00,Aave,1992476993.3688464
2021-05-01T00:00:00+00:00,Compound,13622007416.331844
2021-05-21T00:00:00+00:00,Compound,11681459554.561567
2021-03-19T00:00:00+00:00,MakerDAO,6630651414.782068
2021-04-02T00:00:00+00:00,Compound,11565589407.793066
2021-01-15T00:00:00+00:00,Compound,4970524658.277339
2020-12-02T00:00:00+00:00,Compound,3237474052.655148
2021-04-20T00:00:00+00:00,Aave,7940159363.172279
2021-02-22T00:00:00+00:00,MakerDAO,6378898263.077238
2021-05-20T00:00:00+00:00,MakerDAO,8723246868.357468
2021-03-16T00:00:00+00:00,Aave,6832424069.251979
2021-04-08T00:00:00+00:00,Compound,13531949825.266554
2021-01-11T00:00:00+00:00,Aave,2913043251.811533
2020-12-27T00:00:00+00:00,MakerDAO,2547801037.3453803
2021-02-19T00:00:00+00:00,MakerDAO,6919279071.797542
2020-12-18T00:00:00+00:00,MakerDAO,2570437759.7973638
2021-04-28T00:00:00+00:00,Aave,11976830296.232399
2021-01-16T00:00:00+00:00,MakerDAO,4010107395.0578694
2021-03-27T00:00:00+00:00,Aave,7026482474.38777
2021-05-04T00:00:00+00:00,Aave,15545404513.875689
2021-02-24T00:00:00+00:00,MakerDAO,6128653338.125587
2020-12-20T00:00:00+00:00,MakerDAO,2537252721.3270626
2021-04-01T00:00:00+00:00,MakerDAO,7092529019.77654
2021-04-14T00:00:00+00:00,Aave,8346499285.71515
2021-03-26T00:00:00+00:00,MakerDAO,5638672881.447127
2021-05-14T00:00:00+00:00,Aave,16992350497.526651
2021-01-27T00:00:00+00:00,MakerDAO,4383251583.411741
2020-12-09T00:00:00+00:00,MakerDAO,2261725522.4786353
2021-01-06T00:00:00+00:00,Compound,4116521473.0258193
2021-01-02T00:00:00+00:00,MakerDAO,2801189380.004723
2021-05-23T00:00:00+00:00,Compound,9912844133.194046
2021-04-05T00:00:00+00:00,Aave,8054831730.874425
2021-02-28T00:00:00+00:00,Aave,5680302376.031723
2021-04-23T00:00:00+00:00,MakerDAO,7755669559.876417
2020-12-25T00:00:00+00:00,MakerDAO,2438754446.6422114
2021-05-02T00:00:00+00:00,Compound,13630854373.211308
2021-01-30T00:00:00+00:00,Compound,5364591743.6135845
2021-03-18T00:00:00+00:00,MakerDAO,6613461769.071919
2021-01-26T00:00:00+00:00,Aave,4282235495.8434253
2021-02-18T00:00:00+00:00,Aave,6884344588.365178
2021-03-13T00:00:00+00:00,Aave,6913594877.415805
2020-11-25T00:00:00+00:00,Aave,1937706391.3881764
2021-01-02T00:00:00+00:00,Compound,3819479944.6251535
2021-03-03T00:00:00+00:00,MakerDAO,6144243514.944391
2021-02-02T00:00:00+00:00,Aave,5030284945.97214
2021-05-16T00:00:00+00:00,Aave,16723993049.674412
2021-04-17T00:00:00+00:00,Compound,15636383617.939785
2020-12-16T00:00:00+00:00,Aave,1958685518.2928994
2021-02-28T00:00:00+00:00,MakerDAO,5387506151.81883
2021-03-05T00:00:00+00:00,MakerDAO,5752425005.377335
2021-03-05T00:00:00+00:00,Aave,6129634081.416764
2021-04-09T00:00:00+00:00,MakerDAO,7229055257.890252
2021-03-01T00:00:00+00:00,Compound,8546410751.744422
2021-03-25T00:00:00+00:00,Aave,6657110315.87382
2021-01-24T00:00:00+00:00,MakerDAO,4395445537.748836
2021-05-22T00:00:00+00:00,Aave,12924737772.618872
2021-05-21T00:00:00+00:00,MakerDAO,8312941722.411794
2021-01-15T00:00:00+00:00,Aave,3270671798.9524293
2020-12-17T00:00:00+00:00,MakerDAO,2507331657.9622626
2020-12-03T00:00:00+00:00,Aave,2039502507.4120636
2021-04-24T00:00:00+00:00,Compound,12669430308.464062
2021-05-12T00:00:00+00:00,Compound,16137636395.004993
2021-03-23T00:00:00+00:00,Aave,6878377014.24285
2021-02-20T00:00:00+00:00,Compound,9430599162.589802
2020-12-30T00:00:00+00:00,Aave,2355229550.777966
2020-12-11T00:00:00+00:00,MakerDAO,2131304621.431606
