day,outstanding_usd_value,project
2021-04-04T00:00:00+00:00,1710788181.6643434,Aave
2021-04-04T00:00:00+00:00,5778254235.296378,Compound
2021-04-04T00:00:00+00:00,3140117868.1324973,MakerDAO
2021-04-05T00:00:00+00:00,1715309719.245125,Aave
2021-04-05T00:00:00+00:00,5937418886.797725,Compound
2021-04-05T00:00:00+00:00,3130813957.074207,MakerDAO
2021-04-06T00:00:00+00:00,1681268396.3387175,Aave
2021-04-06T00:00:00+00:00,6264683674.959954,Compound
2021-04-06T00:00:00+00:00,3203220523.2378397,MakerDAO
2021-04-07T00:00:00+00:00,1645759497.9200974,Aave
2021-04-07T00:00:00+00:00,6012326026.945642,Compound
2021-04-07T00:00:00+00:00,3141698765.5045805,MakerDAO
2021-04-08T00:00:00+00:00,1653075376.254232,Aave
2021-04-08T00:00:00+00:00,6077969029.85637,Compound
2021-04-08T00:00:00+00:00,3132336943.0975323,MakerDAO
2021-04-09T00:00:00+00:00,1663260017.1530898,Aave
2021-04-09T00:00:00+00:00,6230140655.634063,Compound
2021-04-09T00:00:00+00:00,3139134038.057699,MakerDAO
2021-04-10T00:00:00+00:00,1613101514.2071302,Aave
2021-04-10T00:00:00+00:00,6281496385.373532,Compound
2021-04-10T00:00:00+00:00,3209537314.39688,MakerDAO
2021-04-11T00:00:00+00:00,1589316731.455712,Aave
2021-04-11T00:00:00+00:00,6258028905.9297495,Compound
2021-04-11T00:00:00+00:00,3223016774.903177,MakerDAO
2021-04-12T00:00:00+00:00,1638831095.2805886,Aave
2021-04-12T00:00:00+00:00,6204719579.33069,Compound
2021-04-12T00:00:00+00:00,3222813155.2167583,MakerDAO
2021-04-13T00:00:00+00:00,1608045668.7120814,Aave
2021-04-13T00:00:00+00:00,6703056991.079844,Compound
2021-04-13T00:00:00+00:00,3182162744.4712033,MakerDAO
2021-04-14T00:00:00+00:00,1667425672.0699406,Aave
2021-04-14T00:00:00+00:00,6873471736.74014,Compound
2021-04-14T00:00:00+00:00,3244772968.1502643,MakerDAO
2021-04-15T00:00:00+00:00,1702437258.8235502,Aave
2021-04-15T00:00:00+00:00,7091708617.3294735,Compound
2021-04-15T00:00:00+00:00,3293240053.891333,MakerDAO
2021-04-16T00:00:00+00:00,1685289355.3799574,Aave
2021-04-16T00:00:00+00:00,7252663706.7552185,Compound
2021-04-16T00:00:00+00:00,3498020343.6772676,MakerDAO
2021-04-17T00:00:00+00:00,1723780041.1049142,Aave
2021-04-17T00:00:00+00:00,7186497134.477702,Compound
2021-04-17T00:00:00+00:00,3608339549.681352,MakerDAO
2021-04-18T00:00:00+00:00,1728547582.9568872,Aave
2021-04-18T00:00:00+00:00,6456035472.448219,Compound
2021-04-18T00:00:00+00:00,3554571751.142584,MakerDAO
2021-04-19T00:00:00+00:00,1745778036.9749794,Aave
2021-04-19T00:00:00+00:00,5717407384.06808,Compound
2021-04-19T00:00:00+00:00,3557872004.949984,MakerDAO
2021-04-20T00:00:00+00:00,1713799914.4252994,Aave
2021-04-20T00:00:00+00:00,5701089359.859704,Compound
2021-04-20T00:00:00+00:00,3552082013.8050675,MakerDAO
2021-04-21T00:00:00+00:00,1749492517.3451948,Aave
2021-04-21T00:00:00+00:00,6661154870.4665165,Compound
2021-04-21T00:00:00+00:00,3542316194.698,MakerDAO
2021-04-22T00:00:00+00:00,1746457763.9090204,Aave
2021-04-22T00:00:00+00:00,6740721007.354412,Compound
2021-04-22T00:00:00+00:00,3552953799.806048,MakerDAO
2021-04-23T00:00:00+00:00,1594582684.9612477,Aave
2021-04-23T00:00:00+00:00,6719707126.87595,Compound
2021-04-23T00:00:00+00:00,3527235475.956996,MakerDAO
2021-04-24T00:00:00+00:00,1553586795.625892,Aave
2021-04-24T00:00:00+00:00,6675522050.96818,Compound
2021-04-24T00:00:00+00:00,3549568320.519986,MakerDAO
2021-04-25T00:00:00+00:00,1557683066.3756225,Aave
2021-04-25T00:00:00+00:00,6673417067.854446,Compound
2021-04-25T00:00:00+00:00,3563113256.662451,MakerDAO
2021-04-26T00:00:00+00:00,2609301837.5553565,Aave
2021-04-26T00:00:00+00:00,6754639607.114487,Compound
2021-04-26T00:00:00+00:00,3628572209.2946763,MakerDAO
2021-04-27T00:00:00+00:00,3204944330.607498,Aave
2021-04-27T00:00:00+00:00,6743515734.845797,Compound
2021-04-27T00:00:00+00:00,3660369049.5879464,MakerDAO
2021-04-28T00:00:00+00:00,3473335328.3463697,Aave
2021-04-28T00:00:00+00:00,6704333000.065482,Compound
2021-04-28T00:00:00+00:00,3691353123.6708026,MakerDAO
2021-04-29T00:00:00+00:00,3830531981.136645,Aave
2021-04-29T00:00:00+00:00,6811011960.732026,Compound
2021-04-29T00:00:00+00:00,3767409899.601486,MakerDAO
2021-04-30T00:00:00+00:00,4307875264.667473,Aave
2021-04-30T00:00:00+00:00,6763355247.319124,Compound
2021-04-30T00:00:00+00:00,3773538083.5536966,MakerDAO
2021-05-01T00:00:00+00:00,4365915062.124805,Aave
2021-05-01T00:00:00+00:00,6923476449.445744,Compound
2021-05-01T00:00:00+00:00,3833522313.731038,MakerDAO
2021-05-02T00:00:00+00:00,4402456456.781248,Aave
2021-05-02T00:00:00+00:00,6970266935.447653,Compound
2021-05-02T00:00:00+00:00,3885026731.9686675,MakerDAO
2021-05-03T00:00:00+00:00,4312178223.077219,Aave
2021-05-03T00:00:00+00:00,7037346722.500977,Compound
2021-05-03T00:00:00+00:00,3885985471.9598193,MakerDAO
