date_trunc,project,usd_volume
2021-04-22T00:00:00+00:00,DDEX,36402.3213750000
2021-04-23T00:00:00+00:00,DDEX,7834.5774718128
2021-04-25T00:00:00+00:00,DDEX,182.895404736
2021-04-26T00:00:00+00:00,DDEX,296695.07210433525
2021-04-29T00:00:00+00:00,DDEX,121859.94421498548
2021-04-03T00:00:00+00:00,Futureswap,
2021-04-04T00:00:00+00:00,Futureswap,
2021-04-05T00:00:00+00:00,Futureswap,
2021-04-06T00:00:00+00:00,Futureswap,
2021-04-07T00:00:00+00:00,Futureswap,
2021-04-08T00:00:00+00:00,Futureswap,
2021-04-09T00:00:00+00:00,Futureswap,
2021-04-10T00:00:00+00:00,Futureswap,
2021-04-11T00:00:00+00:00,Futureswap,
2021-04-12T00:00:00+00:00,Futureswap,
2021-04-13T00:00:00+00:00,Futureswap,
2021-04-14T00:00:00+00:00,Futureswap,
2021-04-15T00:00:00+00:00,Futureswap,
2021-04-16T00:00:00+00:00,Futureswap,
2021-04-17T00:00:00+00:00,Futureswap,
2021-04-18T00:00:00+00:00,Futureswap,
2021-04-19T00:00:00+00:00,Futureswap,
2021-04-20T00:00:00+00:00,Futureswap,
2021-04-21T00:00:00+00:00,Futureswap,
2021-04-22T00:00:00+00:00,Futureswap,
2021-04-23T00:00:00+00:00,Futureswap,
2021-04-24T00:00:00+00:00,Futureswap,
2021-04-25T00:00:00+00:00,Futureswap,
2021-04-26T00:00:00+00:00,Futureswap,
2021-04-27T00:00:00+00:00,Futureswap,
2021-04-28T00:00:00+00:00,Futureswap,
2021-04-29T00:00:00+00:00,Futureswap,
2021-04-30T00:00:00+00:00,Futureswap,
2021-05-01T00:00:00+00:00,Futureswap,
2021-05-02T00:00:00+00:00,Futureswap,
2021-04-03T00:00:00+00:00,Kyber,10148781.77693699416727
2021-04-04T00:00:00+00:00,Kyber,7438499.29704561413362
2021-04-05T00:00:00+00:00,Kyber,5046873.6789495023006
2021-04-06T00:00:00+00:00,Kyber,8367519.57779052211234505204875008
2021-04-07T00:00:00+00:00,Kyber,7262208.10246112312275
2021-04-08T00:00:00+00:00,Kyber,8001434.37256131900217703842
2021-04-09T00:00:00+00:00,Kyber,7404661.57849951072526710391558279
2021-04-10T00:00:00+00:00,Kyber,8563095.1640130747927
2021-04-11T00:00:00+00:00,Kyber,4320298.70519789763039
2021-04-12T00:00:00+00:00,Kyber,6791800.71915188330676
2021-04-13T00:00:00+00:00,Kyber,9407861.4837249324889
2021-04-14T00:00:00+00:00,Kyber,14124764.9031338166610
2021-04-15T00:00:00+00:00,Kyber,8324154.3412933595419
2021-04-16T00:00:00+00:00,Kyber,6631059.03654907823057
2021-04-17T00:00:00+00:00,Kyber,5199313.19821505233574153827452131
2021-04-18T00:00:00+00:00,Kyber,13719546.4131022990489
2021-04-19T00:00:00+00:00,Kyber,11502563.5641576545544
2021-04-20T00:00:00+00:00,Kyber,2886246.50274035459827
2021-04-21T00:00:00+00:00,Kyber,14620001.860471829128
2021-04-22T00:00:00+00:00,Kyber,12469925.6605812377306
2021-04-23T00:00:00+00:00,Kyber,9718491.826964912675
2021-04-24T00:00:00+00:00,Kyber,4263765.08683431950547
2021-04-25T00:00:00+00:00,Kyber,4772416.95633508942453
2021-04-26T00:00:00+00:00,Kyber,10779261.007295801741945963942797919
2021-04-27T00:00:00+00:00,Kyber,5599754.61467050981893
2021-04-28T00:00:00+00:00,Kyber,6740602.86492663200759
2021-04-29T00:00:00+00:00,Kyber,5344770.71960302774872
2021-04-30T00:00:00+00:00,Kyber,4723928.9135885005826
2021-05-01T00:00:00+00:00,Kyber,9740342.9552599319117
2021-05-02T00:00:00+00:00,Kyber,6741395.406142710260344
2021-04-03T00:00:00+00:00,LINKSWAP,173424.0448441572172
2021-04-04T00:00:00+00:00,LINKSWAP,340788.0717219640675
2021-04-05T00:00:00+00:00,LINKSWAP,534134.4026691035058
2021-04-06T00:00:00+00:00,LINKSWAP,618148.503618020187
2021-04-07T00:00:00+00:00,LINKSWAP,348577.080858268183
2021-04-08T00:00:00+00:00,LINKSWAP,307156.1837116628404
2021-04-09T00:00:00+00:00,LINKSWAP,256270.3071269817393
2021-04-10T00:00:00+00:00,LINKSWAP,276629.497332240015677
2021-04-11T00:00:00+00:00,LINKSWAP,271924.21972411866755
2021-04-12T00:00:00+00:00,LINKSWAP,314443.9574801179410
2021-04-13T00:00:00+00:00,LINKSWAP,323558.80444883788920
2021-04-14T00:00:00+00:00,LINKSWAP,349300.7110039869589
2021-04-15T00:00:00+00:00,LINKSWAP,288632.14718964501992
2021-04-16T00:00:00+00:00,LINKSWAP,317458.5977994668672
2021-04-17T00:00:00+00:00,LINKSWAP,240954.5701761404832
2021-04-18T00:00:00+00:00,LINKSWAP,186509.6638032202766
2021-04-19T00:00:00+00:00,LINKSWAP,124874.1019491033969
2021-04-20T00:00:00+00:00,LINKSWAP,250783.651125011912
2021-04-21T00:00:00+00:00,LINKSWAP,184929.0659711289228
2021-04-22T00:00:00+00:00,LINKSWAP,244143.2672204013152
2021-04-23T00:00:00+00:00,LINKSWAP,285724.748994825385501276241058
2021-04-24T00:00:00+00:00,LINKSWAP,306829.234098607880970
2021-04-25T00:00:00+00:00,LINKSWAP,249451.41671582385801
2021-04-26T00:00:00+00:00,LINKSWAP,312987.553963236535789
2021-04-27T00:00:00+00:00,LINKSWAP,409633.26129212778004
2021-04-28T00:00:00+00:00,LINKSWAP,295442.51235970096807
2021-04-29T00:00:00+00:00,LINKSWAP,268939.4758651004615
2021-04-30T00:00:00+00:00,LINKSWAP,557689.6651279328721
2021-05-01T00:00:00+00:00,LINKSWAP,710994.03729811259505
2021-05-02T00:00:00+00:00,LINKSWAP,317716.337044411653103
2021-04-03T00:00:00+00:00,Mooniswap,636588.982848902633
2021-04-04T00:00:00+00:00,Mooniswap,520239.6132125299332
2021-04-05T00:00:00+00:00,Mooniswap,353353.381574414752
2021-04-06T00:00:00+00:00,Mooniswap,475763.7680993133762
2021-04-07T00:00:00+00:00,Mooniswap,382985.1612090190207
2021-04-08T00:00:00+00:00,Mooniswap,137661.885230542284
2021-04-09T00:00:00+00:00,Mooniswap,657760.850496503872
2021-04-10T00:00:00+00:00,Mooniswap,564697.8653551733187
2021-04-11T00:00:00+00:00,Mooniswap,692021.5080641994719
2021-04-12T00:00:00+00:00,Mooniswap,450340.954870147729
2021-04-13T00:00:00+00:00,Mooniswap,387696.521857754518
2021-04-14T00:00:00+00:00,Mooniswap,682150.1077879817153
2021-04-15T00:00:00+00:00,Mooniswap,398175.890190201654
2021-04-16T00:00:00+00:00,Mooniswap,200709.2994250879269
2021-04-17T00:00:00+00:00,Mooniswap,293781.2770738745852
2021-04-18T00:00:00+00:00,Mooniswap,558250.9560795804233
2021-04-19T00:00:00+00:00,Mooniswap,703614.1073233637412
2021-04-20T00:00:00+00:00,Mooniswap,458717.816159289196
2021-04-21T00:00:00+00:00,Mooniswap,489244.262653572456
2021-04-22T00:00:00+00:00,Mooniswap,733097.79485017839076
2021-04-23T00:00:00+00:00,Mooniswap,425147.927335560833
2021-04-24T00:00:00+00:00,Mooniswap,311487.16074215456816
2021-04-25T00:00:00+00:00,Mooniswap,860467.7030046605938
2021-04-26T00:00:00+00:00,Mooniswap,2511318.37090559141823
2021-04-27T00:00:00+00:00,Mooniswap,1829708.67143348976519
2021-04-28T00:00:00+00:00,Mooniswap,671849.7302211881948
2021-04-29T00:00:00+00:00,Mooniswap,676173.44386956587222
2021-04-30T00:00:00+00:00,Mooniswap,476986.7163623904835
2021-05-01T00:00:00+00:00,Mooniswap,721604.1837484324774
2021-05-02T00:00:00+00:00,Mooniswap,897910.9065303667338
2021-04-03T00:00:00+00:00,Sushiswap,357106646.68287147851001359094686
2021-04-04T00:00:00+00:00,Sushiswap,208980227.78094714045101727178921
2021-04-05T00:00:00+00:00,Sushiswap,216883879.42385839952342553470
2021-04-06T00:00:00+00:00,Sushiswap,283671515.80088908235890753274925
2021-04-07T00:00:00+00:00,Sushiswap,348341890.288866579009406288160593
2021-04-08T00:00:00+00:00,Sushiswap,250639843.72530545175983104312677
2021-04-09T00:00:00+00:00,Sushiswap,216361996.459548045209682052
2021-04-10T00:00:00+00:00,Sushiswap,250101063.96311180297701159412
2021-04-11T00:00:00+00:00,Sushiswap,194839784.77116872784585035273
2021-04-12T00:00:00+00:00,Sushiswap,295136804.1902431259035923
2021-04-13T00:00:00+00:00,Sushiswap,316726577.24806111070349703906
2021-04-14T00:00:00+00:00,Sushiswap,433985332.41752695078490715047236
2021-04-15T00:00:00+00:00,Sushiswap,394515754.6439477773480116505419
2021-04-16T00:00:00+00:00,Sushiswap,361487808.88664417239326409574
2021-04-17T00:00:00+00:00,Sushiswap,251512661.6539566796211949304
2021-04-18T00:00:00+00:00,Sushiswap,793431309.14130145786840511400
2021-04-19T00:00:00+00:00,Sushiswap,400625121.81265161774634072583914
2021-04-20T00:00:00+00:00,Sushiswap,464511662.85305901101087862994
2021-04-21T00:00:00+00:00,Sushiswap,417732770.306206201393480222
2021-04-22T00:00:00+00:00,Sushiswap,740590492.64014297400569981344853
2021-04-23T00:00:00+00:00,Sushiswap,872443216.220151044481247454980544
2021-04-24T00:00:00+00:00,Sushiswap,332586859.53090891088748530207
2021-04-25T00:00:00+00:00,Sushiswap,312825551.06377940970656439644
2021-04-26T00:00:00+00:00,Sushiswap,401748233.90455827122501809632
2021-04-27T00:00:00+00:00,Sushiswap,364651194.386915312681725921136804
2021-04-28T00:00:00+00:00,Sushiswap,404449574.545057641624420608366
2021-04-29T00:00:00+00:00,Sushiswap,342180949.77976629084110209506109
2021-04-30T00:00:00+00:00,Sushiswap,285591915.78634558952799403360
2021-05-01T00:00:00+00:00,Sushiswap,325842005.27521705673158169301
2021-05-02T00:00:00+00:00,Sushiswap,277326176.89073752342914028748
2021-04-03T00:00:00+00:00,Synthetix,7144048.91685095207916699732
2021-04-04T00:00:00+00:00,Synthetix,2942897.20997016378219256494
2021-04-05T00:00:00+00:00,Synthetix,10115266.22660298280436130931
2021-04-06T00:00:00+00:00,Synthetix,2530920.99783538319015291532
2021-04-07T00:00:00+00:00,Synthetix,6977258.24131387761784699230
2021-04-08T00:00:00+00:00,Synthetix,5747476.82684358633485958307
2021-04-09T00:00:00+00:00,Synthetix,6781884.70970844855608235860
2021-04-10T00:00:00+00:00,Synthetix,17731615.46235417129058771305
2021-04-11T00:00:00+00:00,Synthetix,2187842.82782104361961137053
2021-04-12T00:00:00+00:00,Synthetix,25436174.25927756653013187003
2021-04-13T00:00:00+00:00,Synthetix,5923396.18499855440652969207
2021-04-14T00:00:00+00:00,Synthetix,19638700.96544095858005762279
2021-04-15T00:00:00+00:00,Synthetix,8906967.32409303497710489622
2021-04-16T00:00:00+00:00,Synthetix,6563736.78078281306516363672
2021-04-17T00:00:00+00:00,Synthetix,10929986.26811093843102573513
2021-04-18T00:00:00+00:00,Synthetix,9130386.44994565853465091215
2021-04-19T00:00:00+00:00,Synthetix,10563735.31261393346885982111
2021-04-20T00:00:00+00:00,Synthetix,14472798.62581835462910830202
2021-04-21T00:00:00+00:00,Synthetix,9080344.55556741359443305539
2021-04-22T00:00:00+00:00,Synthetix,16478437.68775234221217756175
2021-04-23T00:00:00+00:00,Synthetix,22864578.09758057927760897188
2021-04-24T00:00:00+00:00,Synthetix,13378727.96796965838876786912
2021-04-25T00:00:00+00:00,Synthetix,9495494.26152352007858420837
2021-04-26T00:00:00+00:00,Synthetix,21617510.38838979311308217066
2021-04-27T00:00:00+00:00,Synthetix,14997788.03260809274520859563
2021-04-28T00:00:00+00:00,Synthetix,28299133.773022887238394793280000
2021-04-29T00:00:00+00:00,Synthetix,9566137.90870758034342674298
2021-04-30T00:00:00+00:00,Synthetix,11115345.08276385471587628923
2021-05-01T00:00:00+00:00,Synthetix,12099186.96239596844818404277
2021-05-02T00:00:00+00:00,Synthetix,14316924.57250981091935244480
2021-04-03T00:00:00+00:00,Uniswap,1071795881.41430398829586774251
2021-04-04T00:00:00+00:00,Uniswap,959156752.70137070074800644307
2021-04-05T00:00:00+00:00,Uniswap,1050682306.89572853247657293219
2021-04-06T00:00:00+00:00,Uniswap,1048046975.25495334257499730395
2021-04-07T00:00:00+00:00,Uniswap,1281214980.21200148275480522821
2021-04-08T00:00:00+00:00,Uniswap,1001485597.67593654023598571972
2021-04-09T00:00:00+00:00,Uniswap,834687393.423148476442167996208328
2021-04-10T00:00:00+00:00,Uniswap,903727899.84517420957844182409
2021-04-11T00:00:00+00:00,Uniswap,867399677.30625473572571459475
2021-04-12T00:00:00+00:00,Uniswap,1022000302.94878193857698244229339
2021-04-13T00:00:00+00:00,Uniswap,1142351087.76756073046384552865
2021-04-14T00:00:00+00:00,Uniswap,1308194731.87916893181596246581
2021-04-15T00:00:00+00:00,Uniswap,1203363079.78465890460077214506593
2021-04-16T00:00:00+00:00,Uniswap,1343547759.97475908066255714996
2021-04-17T00:00:00+00:00,Uniswap,1336161171.84363063783765164161
2021-04-18T00:00:00+00:00,Uniswap,1580608926.2967013918275118096089
2021-04-19T00:00:00+00:00,Uniswap,1299861943.16335458854295357561149
2021-04-20T00:00:00+00:00,Uniswap,1686983175.507929758245667167973024
2021-04-21T00:00:00+00:00,Uniswap,1478960527.3529826465095804888972
2021-04-22T00:00:00+00:00,Uniswap,1910614255.1450208529399004112424
2021-04-23T00:00:00+00:00,Uniswap,1880665443.971037436505708307861037
2021-04-24T00:00:00+00:00,Uniswap,1010614436.03459957015458954012258
2021-04-25T00:00:00+00:00,Uniswap,959637139.3871144241209985104016
2021-04-26T00:00:00+00:00,Uniswap,1248573544.1143343410768821057680
2021-04-27T00:00:00+00:00,Uniswap,1218247233.25233958721607920949339
2021-04-28T00:00:00+00:00,Uniswap,1260678115.908079426070883978159427
2021-04-29T00:00:00+00:00,Uniswap,1137390988.374690663194374226303024
2021-04-30T00:00:00+00:00,Uniswap,1091190373.44549221494266365797099
2021-05-01T00:00:00+00:00,Uniswap,1149324091.903094641022151133896597
2021-05-02T00:00:00+00:00,Uniswap,1588419665.37715607707954531024
2021-04-03T00:00:00+00:00,dYdX,29551015.03609772150
2021-04-04T00:00:00+00:00,dYdX,9172671.724262981534
2021-04-05T00:00:00+00:00,dYdX,35977291.225485204354
2021-04-06T00:00:00+00:00,dYdX,13618011.61033301140
2021-04-07T00:00:00+00:00,dYdX,15783438.06475920726892
2021-04-08T00:00:00+00:00,dYdX,5648242.80849590885520
2021-04-09T00:00:00+00:00,dYdX,8241261.083413352767
2021-04-10T00:00:00+00:00,dYdX,11129651.41872361165404322592
2021-04-11T00:00:00+00:00,dYdX,7959290.704841703350
2021-04-12T00:00:00+00:00,dYdX,10088781.895494654033
2021-04-13T00:00:00+00:00,dYdX,14183989.986947921259
2021-04-14T00:00:00+00:00,dYdX,19514236.930465329852
2021-04-15T00:00:00+00:00,dYdX,17959914.985125692353
2021-04-16T00:00:00+00:00,dYdX,15562331.183282641443
2021-04-17T00:00:00+00:00,dYdX,5192185.23484432886
2021-04-18T00:00:00+00:00,dYdX,46345026.64183300360905
2021-04-19T00:00:00+00:00,dYdX,16763071.923812437891
2021-04-20T00:00:00+00:00,dYdX,14026475.84479893905
2021-04-21T00:00:00+00:00,dYdX,12882680.868245751538
2021-04-22T00:00:00+00:00,dYdX,14008384.433105809796
2021-04-23T00:00:00+00:00,dYdX,22664792.76174640533
2021-04-24T00:00:00+00:00,dYdX,4362554.759934358936
2021-04-25T00:00:00+00:00,dYdX,6281428.85668202479525
2021-04-26T00:00:00+00:00,dYdX,10794027.0336734278755
2021-04-27T00:00:00+00:00,dYdX,13756605.1036080766262
2021-04-28T00:00:00+00:00,dYdX,23165189.310942264031
2021-04-29T00:00:00+00:00,dYdX,28543743.544472441305
2021-04-30T00:00:00+00:00,dYdX,2693738.73238800506
2021-05-01T00:00:00+00:00,dYdX,8957805.38187845018
2021-05-02T00:00:00+00:00,dYdX,6705621.624704014579
