date,total_users
2019-04-15T00:00:00+00:00,4048
2019-04-16T00:00:00+00:00,4087
2019-04-17T00:00:00+00:00,4120
2019-04-18T00:00:00+00:00,4160
2019-04-19T00:00:00+00:00,4203
2019-04-20T00:00:00+00:00,4245
2019-04-21T00:00:00+00:00,4275
2019-04-22T00:00:00+00:00,4321
2019-04-23T00:00:00+00:00,4364
2019-04-24T00:00:00+00:00,4420
2019-04-25T00:00:00+00:00,4472
2019-04-26T00:00:00+00:00,4523
2019-04-27T00:00:00+00:00,4557
2019-04-28T00:00:00+00:00,4586
2019-04-29T00:00:00+00:00,4626
2019-04-30T00:00:00+00:00,4670
2019-05-01T00:00:00+00:00,4710
2019-05-02T00:00:00+00:00,4759
2019-05-03T00:00:00+00:00,4802
2019-05-04T00:00:00+00:00,4854
2019-05-05T00:00:00+00:00,4880
2019-05-06T00:00:00+00:00,4926
2019-05-07T00:00:00+00:00,4962
2019-05-08T00:00:00+00:00,5002
2019-05-09T00:00:00+00:00,5103
2019-05-10T00:00:00+00:00,5182
2019-05-11T00:00:00+00:00,5232
2019-05-12T00:00:00+00:00,5294
2019-05-13T00:00:00+00:00,5353
2019-05-14T00:00:00+00:00,5421
2019-05-15T00:00:00+00:00,5505
2019-05-16T00:00:00+00:00,5579
2019-05-17T00:00:00+00:00,5628
2019-05-18T00:00:00+00:00,5665
2019-05-19T00:00:00+00:00,5707
2019-05-20T00:00:00+00:00,5758
2019-05-21T00:00:00+00:00,5822
2019-05-22T00:00:00+00:00,5870
2019-05-23T00:00:00+00:00,5936
2019-05-24T00:00:00+00:00,5996
2019-05-25T00:00:00+00:00,6062
2019-05-26T00:00:00+00:00,6099
2019-05-27T00:00:00+00:00,6147
2019-05-28T00:00:00+00:00,6217
2019-05-29T00:00:00+00:00,6280
2019-05-30T00:00:00+00:00,6329
2019-05-31T00:00:00+00:00,6401
2019-06-01T00:00:00+00:00,6447
2019-06-02T00:00:00+00:00,6500
2019-06-03T00:00:00+00:00,6548
2019-06-04T00:00:00+00:00,6620
2019-06-05T00:00:00+00:00,6678
2019-06-06T00:00:00+00:00,6734
2019-06-07T00:00:00+00:00,6786
2019-06-08T00:00:00+00:00,6818
2019-06-09T00:00:00+00:00,6865
2019-06-10T00:00:00+00:00,6919
2019-06-11T00:00:00+00:00,6986
2019-06-12T00:00:00+00:00,7061
2019-06-13T00:00:00+00:00,7132
2019-06-14T00:00:00+00:00,7187
2019-06-15T00:00:00+00:00,7239
2019-06-16T00:00:00+00:00,7311
2019-06-17T00:00:00+00:00,7353
2019-06-18T00:00:00+00:00,7413
2019-06-19T00:00:00+00:00,7471
2019-06-20T00:00:00+00:00,7515
2019-06-21T00:00:00+00:00,7583
2019-06-22T00:00:00+00:00,7647
2019-06-23T00:00:00+00:00,7692
2019-06-24T00:00:00+00:00,7777
2019-06-25T00:00:00+00:00,7870
2019-06-26T00:00:00+00:00,7980
2019-06-27T00:00:00+00:00,8063
2019-06-28T00:00:00+00:00,8135
2019-06-29T00:00:00+00:00,8199
2019-06-30T00:00:00+00:00,8255
2019-07-01T00:00:00+00:00,8304
2019-07-02T00:00:00+00:00,8364
2019-07-03T00:00:00+00:00,8428
2019-07-04T00:00:00+00:00,8483
2019-07-05T00:00:00+00:00,8542
2019-07-06T00:00:00+00:00,8587
2019-07-07T00:00:00+00:00,8637
2019-07-08T00:00:00+00:00,8705
2019-07-09T00:00:00+00:00,8799
2019-07-10T00:00:00+00:00,8871
2019-07-11T00:00:00+00:00,8918
2019-07-12T00:00:00+00:00,8985
2019-07-13T00:00:00+00:00,9041
2019-07-14T00:00:00+00:00,9105
2019-07-15T00:00:00+00:00,9153
2019-07-16T00:00:00+00:00,9216
2019-07-17T00:00:00+00:00,9278
2019-07-18T00:00:00+00:00,9346
2019-07-19T00:00:00+00:00,9397
2019-07-20T00:00:00+00:00,9449
2019-07-21T00:00:00+00:00,9495
2019-07-22T00:00:00+00:00,9542
2019-07-23T00:00:00+00:00,9615
2019-07-24T00:00:00+00:00,9682
2019-07-25T00:00:00+00:00,9743
2019-07-26T00:00:00+00:00,9821
2019-07-27T00:00:00+00:00,9929
2019-07-28T00:00:00+00:00,10043
2019-07-29T00:00:00+00:00,10163
2019-07-30T00:00:00+00:00,10280
2019-07-31T00:00:00+00:00,10394
2019-08-01T00:00:00+00:00,10490
2019-08-02T00:00:00+00:00,10616
2019-08-03T00:00:00+00:00,10720
2019-08-04T00:00:00+00:00,10819
2019-08-05T00:00:00+00:00,10959
2019-08-06T00:00:00+00:00,11090
2019-08-07T00:00:00+00:00,11228
2019-08-08T00:00:00+00:00,11316
2019-08-09T00:00:00+00:00,11420
2019-08-10T00:00:00+00:00,11490
2019-08-11T00:00:00+00:00,11570
2019-08-12T00:00:00+00:00,11659
2019-08-13T00:00:00+00:00,11756
2019-08-14T00:00:00+00:00,11861
2019-08-15T00:00:00+00:00,11988
2019-08-16T00:00:00+00:00,12091
2019-08-17T00:00:00+00:00,12189
2019-08-18T00:00:00+00:00,12320
2019-08-19T00:00:00+00:00,12384
2019-08-20T00:00:00+00:00,12456
2019-08-21T00:00:00+00:00,12539
2019-08-22T00:00:00+00:00,12607
2019-08-23T00:00:00+00:00,12659
2019-08-24T00:00:00+00:00,12737
2019-08-25T00:00:00+00:00,12798
2019-08-26T00:00:00+00:00,12857
2019-08-27T00:00:00+00:00,12938
2019-08-28T00:00:00+00:00,13038
2019-08-29T00:00:00+00:00,13128
2019-08-30T00:00:00+00:00,13216
2019-08-31T00:00:00+00:00,13272
2019-09-01T00:00:00+00:00,13330
2019-09-02T00:00:00+00:00,13409
2019-09-03T00:00:00+00:00,13465
2019-09-04T00:00:00+00:00,13540
2019-09-05T00:00:00+00:00,13620
2019-09-06T00:00:00+00:00,13703
2019-09-07T00:00:00+00:00,13757
2019-09-08T00:00:00+00:00,13813
2019-09-09T00:00:00+00:00,13853
2019-09-10T00:00:00+00:00,13888
2019-09-11T00:00:00+00:00,13951
2019-09-12T00:00:00+00:00,14034
2019-09-13T00:00:00+00:00,14114
2019-09-14T00:00:00+00:00,14185
2019-09-15T00:00:00+00:00,14237
2019-09-16T00:00:00+00:00,14321
2019-09-17T00:00:00+00:00,14414
2019-09-18T00:00:00+00:00,14491
2019-09-19T00:00:00+00:00,14556
2019-09-20T00:00:00+00:00,14615
2019-09-21T00:00:00+00:00,14673
2019-09-22T00:00:00+00:00,14736
2019-09-23T00:00:00+00:00,14798
2019-09-24T00:00:00+00:00,14871
2019-09-25T00:00:00+00:00,14927
2019-09-26T00:00:00+00:00,14982
2019-09-27T00:00:00+00:00,15027
2019-09-28T00:00:00+00:00,15074
2019-09-29T00:00:00+00:00,15120
2019-09-30T00:00:00+00:00,15185
2019-10-01T00:00:00+00:00,15283
2019-10-02T00:00:00+00:00,15350
2019-10-03T00:00:00+00:00,15415
2019-10-04T00:00:00+00:00,15496
2019-10-05T00:00:00+00:00,15559
2019-10-06T00:00:00+00:00,15611
2019-10-07T00:00:00+00:00,15684
2019-10-08T00:00:00+00:00,15762
2019-10-09T00:00:00+00:00,15879
2019-10-10T00:00:00+00:00,16015
2019-10-11T00:00:00+00:00,16118
2019-10-12T00:00:00+00:00,16190
2019-10-13T00:00:00+00:00,16293
2019-10-14T00:00:00+00:00,16356
2019-10-15T00:00:00+00:00,16445
2019-10-16T00:00:00+00:00,16529
2019-10-17T00:00:00+00:00,16611
2019-10-18T00:00:00+00:00,16670
2019-10-19T00:00:00+00:00,16731
2019-10-20T00:00:00+00:00,16807
2019-10-21T00:00:00+00:00,16911
2019-10-22T00:00:00+00:00,16991
2019-10-23T00:00:00+00:00,17109
2019-10-24T00:00:00+00:00,17177
2019-10-25T00:00:00+00:00,17258
2019-10-26T00:00:00+00:00,17343
2019-10-27T00:00:00+00:00,17413
2019-10-28T00:00:00+00:00,17499
2019-10-29T00:00:00+00:00,17567
2019-10-30T00:00:00+00:00,17648
2019-10-31T00:00:00+00:00,17725
2019-11-01T00:00:00+00:00,17807
2019-11-02T00:00:00+00:00,17859
2019-11-03T00:00:00+00:00,17921
2019-11-04T00:00:00+00:00,17989
2019-11-05T00:00:00+00:00,18065
2019-11-06T00:00:00+00:00,18181
2019-11-07T00:00:00+00:00,18281
2019-11-08T00:00:00+00:00,18377
2019-11-09T00:00:00+00:00,18460
2019-11-10T00:00:00+00:00,18541
2019-11-11T00:00:00+00:00,18627
2019-11-12T00:00:00+00:00,18734
2019-11-13T00:00:00+00:00,18823
2019-11-14T00:00:00+00:00,18956
2019-11-15T00:00:00+00:00,19064
2019-11-16T00:00:00+00:00,19155
2019-11-17T00:00:00+00:00,19255
2019-11-18T00:00:00+00:00,19395
2019-11-19T00:00:00+00:00,19536
2019-11-20T00:00:00+00:00,19703
2019-11-21T00:00:00+00:00,19843
2019-11-22T00:00:00+00:00,19976
2019-11-23T00:00:00+00:00,20139
2019-11-24T00:00:00+00:00,20283
2019-11-25T00:00:00+00:00,20435
2019-11-26T00:00:00+00:00,20543
2019-11-27T00:00:00+00:00,20643
2019-11-28T00:00:00+00:00,20760
2019-11-29T00:00:00+00:00,20866
2019-11-30T00:00:00+00:00,20955
2019-12-01T00:00:00+00:00,21086
2019-12-02T00:00:00+00:00,21212
2019-12-03T00:00:00+00:00,21356
2019-12-04T00:00:00+00:00,21468
2019-12-05T00:00:00+00:00,21604
2019-12-06T00:00:00+00:00,21715
2019-12-07T00:00:00+00:00,21858
2019-12-08T00:00:00+00:00,21964
2019-12-09T00:00:00+00:00,22076
2019-12-10T00:00:00+00:00,22181
2019-12-11T00:00:00+00:00,22264
2019-12-12T00:00:00+00:00,22377
2019-12-13T00:00:00+00:00,22475
2019-12-14T00:00:00+00:00,22571
2019-12-15T00:00:00+00:00,22642
2019-12-16T00:00:00+00:00,22764
2019-12-17T00:00:00+00:00,22907
2019-12-18T00:00:00+00:00,23030
2019-12-19T00:00:00+00:00,23142
2019-12-20T00:00:00+00:00,23228
2019-12-21T00:00:00+00:00,23296
2019-12-22T00:00:00+00:00,23371
2019-12-23T00:00:00+00:00,23456
2019-12-24T00:00:00+00:00,23542
2019-12-25T00:00:00+00:00,23610
2019-12-26T00:00:00+00:00,23671
2019-12-27T00:00:00+00:00,23735
2019-12-28T00:00:00+00:00,23800
2019-12-29T00:00:00+00:00,23879
2019-12-30T00:00:00+00:00,23973
2019-12-31T00:00:00+00:00,24075
2020-01-01T00:00:00+00:00,24208
2020-01-02T00:00:00+00:00,24371
2020-01-03T00:00:00+00:00,24504
2020-01-04T00:00:00+00:00,24660
2020-01-05T00:00:00+00:00,24796
2020-01-06T00:00:00+00:00,24987
2020-01-07T00:00:00+00:00,25204
2020-01-08T00:00:00+00:00,25460
2020-01-09T00:00:00+00:00,25741
2020-01-10T00:00:00+00:00,25999
2020-01-11T00:00:00+00:00,26233
2020-01-12T00:00:00+00:00,26484
2020-01-13T00:00:00+00:00,26682
2020-01-14T00:00:00+00:00,26898
2020-01-15T00:00:00+00:00,27144
2020-01-16T00:00:00+00:00,27349
2020-01-17T00:00:00+00:00,27598
2020-01-18T00:00:00+00:00,27818
2020-01-19T00:00:00+00:00,28068
2020-01-20T00:00:00+00:00,28285
2020-01-21T00:00:00+00:00,28524
2020-01-22T00:00:00+00:00,28729
2020-01-23T00:00:00+00:00,28922
2020-01-24T00:00:00+00:00,29192
2020-01-25T00:00:00+00:00,29362
2020-01-26T00:00:00+00:00,29537
2020-01-27T00:00:00+00:00,29742
2020-01-28T00:00:00+00:00,29957
2020-01-29T00:00:00+00:00,30199
2020-01-30T00:00:00+00:00,30450
2020-01-31T00:00:00+00:00,30720
2020-02-01T00:00:00+00:00,30987
2020-02-02T00:00:00+00:00,31286
2020-02-03T00:00:00+00:00,31589
2020-02-04T00:00:00+00:00,31899
2020-02-05T00:00:00+00:00,32169
2020-02-06T00:00:00+00:00,32474
2020-02-07T00:00:00+00:00,32741
2020-02-08T00:00:00+00:00,33037
2020-02-09T00:00:00+00:00,33310
2020-02-10T00:00:00+00:00,33579
2020-02-11T00:00:00+00:00,33867
2020-02-12T00:00:00+00:00,34195
2020-02-13T00:00:00+00:00,34537
2020-02-14T00:00:00+00:00,34803
2020-02-15T00:00:00+00:00,35077
2020-02-16T00:00:00+00:00,35382
2020-02-17T00:00:00+00:00,35665
2020-02-18T00:00:00+00:00,35942
2020-02-19T00:00:00+00:00,36263
2020-02-20T00:00:00+00:00,36547
2020-02-21T00:00:00+00:00,36803
2020-02-22T00:00:00+00:00,37059
2020-02-23T00:00:00+00:00,37299
2020-02-24T00:00:00+00:00,37553
2020-02-25T00:00:00+00:00,37814
2020-02-26T00:00:00+00:00,38041
2020-02-27T00:00:00+00:00,38252
2020-02-28T00:00:00+00:00,38458
2020-02-29T00:00:00+00:00,38631
2020-03-01T00:00:00+00:00,38813
2020-03-02T00:00:00+00:00,39034
2020-03-03T00:00:00+00:00,39239
2020-03-04T00:00:00+00:00,39419
2020-03-05T00:00:00+00:00,39634
2020-03-06T00:00:00+00:00,39865
2020-03-07T00:00:00+00:00,40122
2020-03-08T00:00:00+00:00,40338
2020-03-09T00:00:00+00:00,40539
2020-03-10T00:00:00+00:00,40737
2020-03-11T00:00:00+00:00,40932
2020-03-12T00:00:00+00:00,41171
2020-03-13T00:00:00+00:00,41423
2020-03-14T00:00:00+00:00,41575
2020-03-15T00:00:00+00:00,41764
2020-03-16T00:00:00+00:00,41969
2020-03-17T00:00:00+00:00,42147
2020-03-18T00:00:00+00:00,42393
2020-03-19T00:00:00+00:00,42602
2020-03-20T00:00:00+00:00,42790
2020-03-21T00:00:00+00:00,42953
2020-03-22T00:00:00+00:00,43106
2020-03-23T00:00:00+00:00,43235
2020-03-24T00:00:00+00:00,43379
2020-03-25T00:00:00+00:00,43529
2020-03-26T00:00:00+00:00,43686
2020-03-27T00:00:00+00:00,43859
2020-03-28T00:00:00+00:00,43994
2020-03-29T00:00:00+00:00,44132
2020-03-30T00:00:00+00:00,44270
2020-03-31T00:00:00+00:00,44393
2020-04-01T00:00:00+00:00,44536
2020-04-02T00:00:00+00:00,44713
2020-04-03T00:00:00+00:00,44872
2020-04-04T00:00:00+00:00,45009
2020-04-05T00:00:00+00:00,45164
2020-04-06T00:00:00+00:00,45349
2020-04-07T00:00:00+00:00,45588
2020-04-08T00:00:00+00:00,45778
2020-04-09T00:00:00+00:00,45941
2020-04-10T00:00:00+00:00,46170
2020-04-11T00:00:00+00:00,46311
2020-04-12T00:00:00+00:00,46465
2020-04-13T00:00:00+00:00,46621
2020-04-14T00:00:00+00:00,46793
2020-04-15T00:00:00+00:00,47018
2020-04-16T00:00:00+00:00,47211
2020-04-17T00:00:00+00:00,47451
2020-04-18T00:00:00+00:00,47845
2020-04-19T00:00:00+00:00,48197
2020-04-20T00:00:00+00:00,48560
2020-04-21T00:00:00+00:00,49000
2020-04-22T00:00:00+00:00,49501
2020-04-23T00:00:00+00:00,49978
2020-04-24T00:00:00+00:00,50351
