hour,troves
2021-05-09T14:00:00+00:00,1112
2021-05-09T15:00:00+00:00,1111
2021-05-09T16:00:00+00:00,1113
2021-05-09T18:00:00+00:00,1116
2021-05-09T19:00:00+00:00,1117
2021-05-09T21:00:00+00:00,1120
2021-05-09T22:00:00+00:00,1121
2021-05-10T03:00:00+00:00,1124
2021-05-10T04:00:00+00:00,1123
2021-05-10T05:00:00+00:00,1124
2021-05-10T06:00:00+00:00,1125
2021-05-10T07:00:00+00:00,1125
2021-05-10T08:00:00+00:00,1124
2021-05-10T10:00:00+00:00,1125
2021-05-10T13:00:00+00:00,1124
2021-05-10T18:00:00+00:00,1125
2021-05-10T22:00:00+00:00,1122
2021-05-11T01:00:00+00:00,1123
2021-05-11T02:00:00+00:00,1124
2021-05-11T05:00:00+00:00,1124
2021-05-11T06:00:00+00:00,1125
2021-05-11T09:00:00+00:00,1126
2021-05-11T12:00:00+00:00,1127
2021-05-11T15:00:00+00:00,1128
2021-05-11T19:00:00+00:00,1129
2021-05-11T20:00:00+00:00,1130
2021-05-12T04:00:00+00:00,1130
2021-05-12T05:00:00+00:00,1129
2021-05-12T06:00:00+00:00,1128
2021-05-12T07:00:00+00:00,1127
2021-05-12T08:00:00+00:00,1128
2021-05-12T09:00:00+00:00,1127
2021-05-12T10:00:00+00:00,1126
2021-05-12T11:00:00+00:00,1127
2021-05-12T12:00:00+00:00,1127
2021-05-12T13:00:00+00:00,1126
2021-05-12T14:00:00+00:00,1126
2021-05-12T15:00:00+00:00,1125
2021-05-12T17:00:00+00:00,1124
2021-05-12T20:00:00+00:00,1124
2021-05-12T22:00:00+00:00,1124
2021-05-12T23:00:00+00:00,1125
2021-05-13T02:00:00+00:00,1125
2021-05-13T04:00:00+00:00,1124
2021-05-13T05:00:00+00:00,1123
2021-05-13T06:00:00+00:00,1121
2021-05-13T07:00:00+00:00,1122
2021-05-13T09:00:00+00:00,1121
2021-05-13T10:00:00+00:00,1120
2021-05-13T11:00:00+00:00,1120
2021-05-13T12:00:00+00:00,1119
2021-05-13T13:00:00+00:00,1120
2021-05-13T14:00:00+00:00,1121
2021-05-13T15:00:00+00:00,1120
2021-05-13T16:00:00+00:00,1122
2021-05-13T17:00:00+00:00,1123
2021-05-13T18:00:00+00:00,1120
2021-05-13T19:00:00+00:00,1122
2021-05-13T20:00:00+00:00,1124
2021-05-13T21:00:00+00:00,1123
2021-05-13T22:00:00+00:00,1124
2021-05-13T23:00:00+00:00,1125
2021-05-14T00:00:00+00:00,1126
2021-05-14T01:00:00+00:00,1127
2021-05-14T04:00:00+00:00,1126
2021-05-14T05:00:00+00:00,1125
2021-05-14T06:00:00+00:00,1125
2021-05-14T07:00:00+00:00,1126
2021-05-14T09:00:00+00:00,1126
2021-05-14T13:00:00+00:00,1126
2021-05-14T14:00:00+00:00,1129
2021-05-14T16:00:00+00:00,1130
2021-05-14T18:00:00+00:00,1128
2021-05-14T19:00:00+00:00,1129
2021-05-14T20:00:00+00:00,1128
2021-05-14T23:00:00+00:00,1129
2021-05-15T00:00:00+00:00,1131
2021-05-15T01:00:00+00:00,1130
2021-05-15T03:00:00+00:00,1129
2021-05-15T04:00:00+00:00,1130
2021-05-15T05:00:00+00:00,1132
2021-05-15T06:00:00+00:00,1131
2021-05-15T07:00:00+00:00,1130
2021-05-15T08:00:00+00:00,1130
2021-05-15T09:00:00+00:00,1130
2021-05-15T10:00:00+00:00,1130
2021-05-15T11:00:00+00:00,1130
2021-05-15T12:00:00+00:00,1128
2021-05-15T13:00:00+00:00,1126
2021-05-15T14:00:00+00:00,1122
2021-05-15T15:00:00+00:00,1125
2021-05-15T16:00:00+00:00,1125
2021-05-15T17:00:00+00:00,1126
2021-05-15T18:00:00+00:00,1126
2021-05-15T19:00:00+00:00,1123
2021-05-15T20:00:00+00:00,1123
2021-05-15T21:00:00+00:00,1120
2021-05-15T23:00:00+00:00,1119
2021-05-16T00:00:00+00:00,1120
2021-05-16T01:00:00+00:00,1119
2021-05-16T02:00:00+00:00,1120
2021-05-16T04:00:00+00:00,1121
2021-05-16T05:00:00+00:00,1122
2021-05-16T06:00:00+00:00,1123
2021-05-16T07:00:00+00:00,1120
2021-05-16T08:00:00+00:00,1118
2021-05-16T09:00:00+00:00,1115
2021-05-16T11:00:00+00:00,1114
2021-05-16T12:00:00+00:00,1115
2021-05-16T13:00:00+00:00,1116
2021-05-16T14:00:00+00:00,1118
2021-05-16T15:00:00+00:00,1119
2021-05-16T16:00:00+00:00,1119
2021-05-16T17:00:00+00:00,1120
2021-05-16T18:00:00+00:00,1119
2021-05-16T19:00:00+00:00,1118
2021-05-16T20:00:00+00:00,1117
2021-05-16T21:00:00+00:00,1116
2021-05-16T22:00:00+00:00,1118
2021-05-16T23:00:00+00:00,1120
2021-05-17T00:00:00+00:00,1121
2021-05-17T01:00:00+00:00,1119
2021-05-17T02:00:00+00:00,1119
2021-05-17T03:00:00+00:00,1116
2021-05-17T04:00:00+00:00,1113
2021-05-17T05:00:00+00:00,1112
2021-05-17T06:00:00+00:00,1108
2021-05-17T07:00:00+00:00,1095
2021-05-17T08:00:00+00:00,1094
2021-05-17T09:00:00+00:00,1091
2021-05-17T10:00:00+00:00,1088
2021-05-17T11:00:00+00:00,1085
2021-05-17T12:00:00+00:00,1079
2021-05-17T13:00:00+00:00,1080
2021-05-17T14:00:00+00:00,1080
2021-05-17T15:00:00+00:00,1083
2021-05-17T16:00:00+00:00,1077
2021-05-17T17:00:00+00:00,1068
2021-05-17T18:00:00+00:00,1069
2021-05-17T19:00:00+00:00,1071
2021-05-17T20:00:00+00:00,1070
2021-05-17T21:00:00+00:00,1072
2021-05-17T22:00:00+00:00,1070
2021-05-17T23:00:00+00:00,1068
2021-05-18T00:00:00+00:00,1067
2021-05-18T02:00:00+00:00,1068
2021-05-18T03:00:00+00:00,1069
2021-05-18T04:00:00+00:00,1066
2021-05-18T05:00:00+00:00,1063
2021-05-18T06:00:00+00:00,1066
2021-05-18T08:00:00+00:00,1065
2021-05-18T09:00:00+00:00,1066
2021-05-18T11:00:00+00:00,1069
2021-05-18T12:00:00+00:00,1070
2021-05-18T13:00:00+00:00,1069
2021-05-18T14:00:00+00:00,1071
2021-05-18T15:00:00+00:00,1074
2021-05-18T16:00:00+00:00,1069
2021-05-18T17:00:00+00:00,1071
2021-05-18T18:00:00+00:00,1071
2021-05-18T19:00:00+00:00,1067
2021-05-18T20:00:00+00:00,1064
2021-05-18T21:00:00+00:00,1058
2021-05-18T22:00:00+00:00,1056
2021-05-18T23:00:00+00:00,1055
2021-05-19T00:00:00+00:00,1054
2021-05-19T01:00:00+00:00,1054
2021-05-19T02:00:00+00:00,1054
2021-05-19T03:00:00+00:00,1052
2021-05-19T04:00:00+00:00,1050
2021-05-19T05:00:00+00:00,1050
2021-05-19T06:00:00+00:00,1045
2021-05-19T07:00:00+00:00,1044
2021-05-19T08:00:00+00:00,1041
2021-05-19T09:00:00+00:00,1042
2021-05-19T10:00:00+00:00,1039
2021-05-19T11:00:00+00:00,1035
2021-05-19T12:00:00+00:00,902
2021-05-19T13:00:00+00:00,694
2021-05-19T14:00:00+00:00,677
2021-05-19T15:00:00+00:00,676
2021-05-19T16:00:00+00:00,678
2021-05-19T17:00:00+00:00,678
2021-05-19T18:00:00+00:00,677
2021-05-19T19:00:00+00:00,653
2021-05-19T20:00:00+00:00,639
2021-05-19T21:00:00+00:00,626
2021-05-19T22:00:00+00:00,622
2021-05-19T23:00:00+00:00,623
2021-05-20T00:00:00+00:00,609
2021-05-20T01:00:00+00:00,597
2021-05-20T02:00:00+00:00,596
2021-05-20T03:00:00+00:00,592
2021-05-20T04:00:00+00:00,596
2021-05-20T05:00:00+00:00,592
2021-05-20T06:00:00+00:00,593
2021-05-20T07:00:00+00:00,594
2021-05-20T08:00:00+00:00,593
2021-05-20T09:00:00+00:00,594
2021-05-20T10:00:00+00:00,593
2021-05-20T11:00:00+00:00,596
2021-05-20T12:00:00+00:00,596
2021-05-20T13:00:00+00:00,597
2021-05-20T14:00:00+00:00,600
2021-05-20T15:00:00+00:00,602
2021-05-20T16:00:00+00:00,603
2021-05-20T17:00:00+00:00,604
2021-05-20T18:00:00+00:00,602
2021-05-20T19:00:00+00:00,604
2021-05-20T20:00:00+00:00,604
2021-05-20T21:00:00+00:00,606
2021-05-20T22:00:00+00:00,603
2021-05-20T23:00:00+00:00,607
2021-05-21T00:00:00+00:00,606
2021-05-21T01:00:00+00:00,607
2021-05-21T03:00:00+00:00,609
2021-05-21T04:00:00+00:00,607
2021-05-21T06:00:00+00:00,607
2021-05-21T07:00:00+00:00,606
2021-05-21T08:00:00+00:00,607
2021-05-21T09:00:00+00:00,607
2021-05-21T10:00:00+00:00,607
2021-05-21T11:00:00+00:00,609
2021-05-21T12:00:00+00:00,608
2021-05-21T13:00:00+00:00,610
2021-05-21T14:00:00+00:00,609
2021-05-21T15:00:00+00:00,606
2021-05-21T16:00:00+00:00,605
2021-05-21T17:00:00+00:00,606
2021-05-21T18:00:00+00:00,607
2021-05-21T19:00:00+00:00,604
2021-05-21T20:00:00+00:00,603
2021-05-21T21:00:00+00:00,600
2021-05-21T22:00:00+00:00,598
2021-05-21T23:00:00+00:00,595
2021-05-22T00:00:00+00:00,595
2021-05-22T01:00:00+00:00,594
2021-05-22T02:00:00+00:00,595
2021-05-22T04:00:00+00:00,597
2021-05-22T05:00:00+00:00,592
2021-05-22T06:00:00+00:00,585
2021-05-22T07:00:00+00:00,587
2021-05-22T08:00:00+00:00,591
2021-05-22T09:00:00+00:00,592
2021-05-22T10:00:00+00:00,594
2021-05-22T11:00:00+00:00,595
2021-05-22T12:00:00+00:00,594
2021-05-22T13:00:00+00:00,595
2021-05-22T14:00:00+00:00,596
2021-05-22T15:00:00+00:00,588
2021-05-22T16:00:00+00:00,590
2021-05-22T17:00:00+00:00,589
2021-05-22T18:00:00+00:00,586
2021-05-22T19:00:00+00:00,585
2021-05-22T20:00:00+00:00,586
2021-05-22T21:00:00+00:00,587
2021-05-22T22:00:00+00:00,587
2021-05-23T00:00:00+00:00,586
2021-05-23T03:00:00+00:00,587
2021-05-23T04:00:00+00:00,588
2021-05-23T05:00:00+00:00,587
2021-05-23T07:00:00+00:00,584
2021-05-23T09:00:00+00:00,585
2021-05-23T10:00:00+00:00,585
2021-05-23T11:00:00+00:00,581
2021-05-23T12:00:00+00:00,579
2021-05-23T13:00:00+00:00,579
2021-05-23T14:00:00+00:00,576
2021-05-23T15:00:00+00:00,571
2021-05-23T16:00:00+00:00,544
2021-05-23T17:00:00+00:00,523
2021-05-23T18:00:00+00:00,523
2021-05-23T19:00:00+00:00,496
2021-05-23T20:00:00+00:00,498
2021-05-23T21:00:00+00:00,499
2021-05-23T22:00:00+00:00,498
2021-05-23T23:00:00+00:00,496
2021-05-24T00:00:00+00:00,497
2021-05-24T01:00:00+00:00,495
2021-05-24T04:00:00+00:00,496
2021-05-24T05:00:00+00:00,497
2021-05-24T06:00:00+00:00,497
2021-05-24T08:00:00+00:00,499
2021-05-24T09:00:00+00:00,499
2021-05-24T11:00:00+00:00,502
2021-05-24T12:00:00+00:00,501
2021-05-24T15:00:00+00:00,502
2021-05-24T17:00:00+00:00,503
2021-05-24T18:00:00+00:00,502
2021-05-24T20:00:00+00:00,502
2021-05-24T21:00:00+00:00,503
2021-05-24T22:00:00+00:00,506
2021-05-24T23:00:00+00:00,507
2021-05-25T00:00:00+00:00,508
2021-05-25T01:00:00+00:00,505
2021-05-25T02:00:00+00:00,506
2021-05-25T03:00:00+00:00,507
2021-05-25T04:00:00+00:00,508
2021-05-25T05:00:00+00:00,511
2021-05-25T06:00:00+00:00,513
2021-05-25T08:00:00+00:00,513
2021-05-25T09:00:00+00:00,513
2021-05-25T10:00:00+00:00,514
2021-05-25T11:00:00+00:00,513
2021-05-25T12:00:00+00:00,512
2021-05-25T13:00:00+00:00,511
2021-05-25T15:00:00+00:00,510
2021-05-25T16:00:00+00:00,511
2021-05-25T17:00:00+00:00,513
2021-05-25T18:00:00+00:00,514
2021-05-25T19:00:00+00:00,517
2021-05-25T20:00:00+00:00,520
2021-05-25T22:00:00+00:00,521
2021-05-25T23:00:00+00:00,522
2021-05-26T00:00:00+00:00,524
2021-05-26T01:00:00+00:00,525
2021-05-26T02:00:00+00:00,526
2021-05-26T05:00:00+00:00,528
2021-05-26T06:00:00+00:00,529
2021-05-26T07:00:00+00:00,532
2021-05-26T08:00:00+00:00,532
2021-05-26T11:00:00+00:00,533
2021-05-26T12:00:00+00:00,535
2021-05-26T15:00:00+00:00,536
2021-05-26T16:00:00+00:00,534
2021-05-26T17:00:00+00:00,537
2021-05-26T19:00:00+00:00,538
2021-05-26T20:00:00+00:00,539
2021-05-26T22:00:00+00:00,543
2021-05-26T23:00:00+00:00,546
2021-05-27T00:00:00+00:00,547
2021-05-27T01:00:00+00:00,549
2021-05-27T02:00:00+00:00,551
2021-05-27T03:00:00+00:00,556
2021-05-27T04:00:00+00:00,555
2021-05-27T05:00:00+00:00,555
2021-05-27T06:00:00+00:00,559
2021-05-27T07:00:00+00:00,562
2021-05-27T08:00:00+00:00,564
2021-05-27T09:00:00+00:00,568
2021-05-27T10:00:00+00:00,567
2021-05-27T11:00:00+00:00,570
2021-05-27T12:00:00+00:00,572
2021-05-27T13:00:00+00:00,574
2021-05-27T14:00:00+00:00,575
2021-05-27T16:00:00+00:00,578
2021-05-27T17:00:00+00:00,581
2021-05-27T18:00:00+00:00,583
2021-05-27T19:00:00+00:00,586
2021-05-27T20:00:00+00:00,588
2021-05-27T21:00:00+00:00,589
2021-05-27T22:00:00+00:00,590
2021-05-27T23:00:00+00:00,591
2021-05-28T00:00:00+00:00,592
2021-05-28T01:00:00+00:00,592
2021-05-28T03:00:00+00:00,593
2021-05-28T04:00:00+00:00,595
2021-05-28T05:00:00+00:00,595
2021-05-28T06:00:00+00:00,599
2021-05-28T07:00:00+00:00,599
2021-05-28T08:00:00+00:00,600
2021-05-28T09:00:00+00:00,601
2021-05-28T10:00:00+00:00,602
2021-05-28T11:00:00+00:00,605
2021-05-28T12:00:00+00:00,606
2021-05-28T14:00:00+00:00,609
2021-05-28T15:00:00+00:00,609
2021-05-28T16:00:00+00:00,608
2021-05-28T17:00:00+00:00,607
2021-05-28T18:00:00+00:00,608
2021-05-28T19:00:00+00:00,610
2021-05-28T20:00:00+00:00,611
2021-05-28T21:00:00+00:00,612
2021-05-28T22:00:00+00:00,612
2021-05-28T23:00:00+00:00,615
2021-05-29T00:00:00+00:00,616
2021-05-29T02:00:00+00:00,620
2021-05-29T03:00:00+00:00,621
2021-05-29T04:00:00+00:00,622
2021-05-29T05:00:00+00:00,623
2021-05-29T07:00:00+00:00,622
2021-05-29T08:00:00+00:00,623
2021-05-29T09:00:00+00:00,622
2021-05-29T10:00:00+00:00,623
2021-05-29T11:00:00+00:00,624
2021-05-29T12:00:00+00:00,625
2021-05-29T13:00:00+00:00,624
2021-05-29T14:00:00+00:00,624
2021-05-29T16:00:00+00:00,626
2021-05-29T17:00:00+00:00,627
2021-05-29T18:00:00+00:00,626
2021-05-29T19:00:00+00:00,627
2021-05-29T20:00:00+00:00,629
2021-05-29T21:00:00+00:00,630
2021-05-29T22:00:00+00:00,628
2021-05-29T23:00:00+00:00,628
2021-05-30T00:00:00+00:00,628
2021-05-30T01:00:00+00:00,628
2021-05-30T02:00:00+00:00,630
2021-05-30T04:00:00+00:00,631
2021-05-30T05:00:00+00:00,633
2021-05-30T06:00:00+00:00,634
2021-05-30T07:00:00+00:00,637
2021-05-30T09:00:00+00:00,639
2021-05-30T10:00:00+00:00,641
2021-05-30T11:00:00+00:00,642
2021-05-30T12:00:00+00:00,643
2021-05-30T13:00:00+00:00,646
2021-05-30T14:00:00+00:00,647
2021-05-30T15:00:00+00:00,648
2021-05-30T16:00:00+00:00,652
2021-05-30T17:00:00+00:00,654
2021-05-30T19:00:00+00:00,656
2021-05-30T20:00:00+00:00,658
2021-05-30T21:00:00+00:00,660
2021-05-30T22:00:00+00:00,661
2021-05-30T23:00:00+00:00,664
2021-05-31T00:00:00+00:00,666
2021-05-31T01:00:00+00:00,668
2021-05-31T02:00:00+00:00,669
2021-05-31T03:00:00+00:00,670
2021-05-31T04:00:00+00:00,672
2021-05-31T05:00:00+00:00,673
2021-05-31T07:00:00+00:00,675
2021-05-31T08:00:00+00:00,677
2021-05-31T10:00:00+00:00,677
2021-05-31T11:00:00+00:00,678
2021-05-31T12:00:00+00:00,680
2021-05-31T13:00:00+00:00,681
2021-05-31T14:00:00+00:00,682
2021-05-31T16:00:00+00:00,682
2021-05-31T17:00:00+00:00,681
2021-05-31T18:00:00+00:00,683
2021-05-31T19:00:00+00:00,683
2021-05-31T20:00:00+00:00,684
2021-05-31T21:00:00+00:00,685
2021-05-31T22:00:00+00:00,689
2021-05-31T23:00:00+00:00,690
2021-06-01T02:00:00+00:00,691
2021-06-01T03:00:00+00:00,691
2021-06-01T05:00:00+00:00,691
2021-06-01T06:00:00+00:00,690
2021-06-01T07:00:00+00:00,691
2021-06-01T09:00:00+00:00,692
2021-06-01T10:00:00+00:00,695
2021-06-01T11:00:00+00:00,696
2021-06-01T12:00:00+00:00,698
2021-06-01T13:00:00+00:00,699
2021-06-01T14:00:00+00:00,700
2021-06-01T15:00:00+00:00,701
2021-06-01T16:00:00+00:00,702
2021-06-01T17:00:00+00:00,703
